Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,Svy_Completed,mother_edu,bw_less_25,bw_equal_25,bw_available,low_bw,iron_supp,WMWEIGHT
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Chinese-Tibetan,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,0.0,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,100,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,100,0.9153811115501654
Total,2000,Rural,South,Rich,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Chinese-Tibetan,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Chinese-Tibetan,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,100.0,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,100,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,0.0,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,100,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,0.0,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,1.0,0.0,1,100.0,100,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Higher,0.0,0.0,1,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,1.0,0.0,1,80.55555555555556,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,0.0,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,0.0,0.0,1,0.8928571428571428,100,0.9153811115501654
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,0.0,0.0,1,0.8928571428571428,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,0.0,1.0,1,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,100.0,100,0.9153811115501654
Total,2000,Urban,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Rich,"Other, DK, Missing",Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Higher,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: NO,Female,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Urban,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,nan,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poor,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,"Other, DK, Missing",Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Poor,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,1.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Rural,South,Poor,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,0.8928571428571428,0,0.9153811115501654
Total,2000,Urban,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Urban,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Secondary,,,0,0.8928571428571428,100,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: None/ECE,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Mon-Khmer,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,0.0,0.0,1,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: YES,Male,Completed,Mother Edu: Secondary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,80.55555555555556,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: None/ECE,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,100.0,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Rich,Mon-Khmer,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,,,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Middle,Mon-Khmer,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Mon-Khmer,Elderly HoH: NO,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Richest,Lao-Tai,Elderly HoH: YES,Female,Completed,Mother Edu: Primary,,,0,7.563025210084033,100,0.9153811115501654
Total,2000,Rural,South,Rich,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
Total,2000,Rural,South,Poorest,Lao-Tai,Elderly HoH: NO,Male,Completed,Mother Edu: Primary,,,0,7.563025210084033,0,0.9153811115501654
