Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch,stunting_ch,wasting_ch,overweight_ch,chweight
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,0,0,,,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.7163347666593447
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,0,0,,,,,1.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7163347666593447
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,0.0,0.7163347666593447
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7163347666593447
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.7163347666593447
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,100,0,,,,,3.0,0,0,0,0,,0,0,0,,0.0,100.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,100,0,,,,,5.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,,,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,100.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,0,100,100,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,100.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7210474953873668
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,0,100,100.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,0.0,0.7657141543936637
Total,2017,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,0,,,,,1.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7657141543936637
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7657141543936637
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,100.0,0.7657141543936637
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,0,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.7657141543936637
Total,2017,Urban,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,2.0,3.0,,4.0,0,100,100,0,100.0,100,100,0,100.0,,,,0.7413179069042806
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,0,0,,,100,0,100,100,0,100,100,,5.0,3.0,,7.0,0,0,100,0,,0,100,0,,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Rich,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Rich,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,,7.0,,,0,0,100,0,0.0,0,100,0,0.0,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Rich,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,0,,,,,4.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,0,,,100,0,100,100,100,100,0,,,3.0,,3.0,0,0,100,0,,0,100,0,,0.0,100.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,,,3.0,,0,0,0,0,0.0,0,100,0,0.0,100.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,100,0,0,100,100,100,0,0,,,100,0,100,0,0,0,0,0.0,6.0,,,4.0,100,0,100,0,100.0,0,100,0,0.0,0.0,0.0,0.0,0.7413179069042806
Total,2017,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7520258322262312
Total,2017,Urban,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.7520258322262312
Total,2017,Urban,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Higher,0,0,100,100,100,100,100,0,0,,100.0,0,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.7520258322262312
Total,2017,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,0,100,100,100,0,0,,,0,0,100,100,0,0,0,0.0,,1.0,,2.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.7520258322262312
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,0,,,0,0,0,100,100,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0,0.0,100.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,0,0,0,0,100,0,,,,,1.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,0,0,0,100,100,100,100,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,,,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,0,0,0,100,0,100,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.39724375903285475
Total,2017,Rural,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,100.0,0.5861506705143266
Total,2017,Rural,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,100.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,100,100,0,100,100,100,0,,,,,7.0,0,0,100,0,,0,0,0,,,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poor,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,0,,,100,0,0,0,100,100,0,,,,,4.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,,,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,0,0.0,,100,0,0,100,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,0,,,100,0,0,100,0,100,0,,,,,1.0,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,0,,,100,100,0,100,0,100,100,,,,,7.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,0,,0.0,100,0,0,0,0,100,0,0.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0,100.0,0.0,0.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,100.0,0.5861506705143266
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,0,0,0,100,0,100,100,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,100.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,100,100,100,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,0,0,0,100,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,0,0,0,0,0,100,0,,,,,6.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,0,,0.0,100,0,100,0,0,100,100,0.0,,2.0,4.0,5.0,0,0,100,100,100.0,0,100,0,0.0,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,,,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,0,,0.0,0,0,100,100,100,100,100,100.0,,5.0,,4.0,0,0,100,100,100.0,0,100,100,100.0,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,100,100,,,,,7.0,0,0,100,0,,0,0,0,,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,0.1967214288845621
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,0,100,,,,,4.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,0,0,0,100,100,0,100,,,,,1.0,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,100,0,0,100,0,100,100,,,,,5.0,0,0,100,0,,0,0,0,,100.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,2.0,1.0,,7.0,0,100,100,0,100.0,100,100,0,100.0,0.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,1.0130846530173756
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,0,0,100,100,100,100,100,100.0,,2.0,4.0,6.0,0,100,100,0,100.0,100,100,0,100.0,100.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,0,0,0,100,0,0,0,,,0,0,100,100,0,100,0,,,2.0,,2.0,0,0,100,0,,0,100,0,,100.0,0.0,100.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,0,0,100,100,0,100,0,0.0,,1.0,,2.0,0,0,0,0,0.0,0,0,0,0.0,,0.0,100.0,2.9692114549284763
Total,2017,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,0.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,0,0,100,0.0,,0,0,100,0,0,0,0,,7.0,,,,0,0,100,0,,0,100,0,,100.0,100.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,0,0,0,0,100,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.9692114549284763
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.42100376636996584
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,0,0,100,100,100,100,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,,1.0,,7.0,0,100,100,0,100.0,100,0,0,100.0,0.0,0.0,0.0,0.42100376636996584
Total,2017,Rural,North,Poorest,Chinese-Tibetan,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,,100.0,0.0,0.0,0.42100376636996584
