Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,sex_ch,mother_edu,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,WAZ_WHO,HAZ_WHO,WHZ_WHO,Flag_WHO,FLAG_HAZ,FLAG_WHZ,stunting_ch,wasting_ch,overweight_ch,CHWEIGHT
Total,2000,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,0,0,100,0,100,100,100,0,0,,,0.558,0.171,0.647,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-3.523,1.796,-6.157,WHZ,No error,Error flag,0.0,,,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,1.866,6.102,-1.513,HAZ,Error flag,No error,,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poorest,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,100,0,0,0,0,0,100,100,100,100.0,,0.079,-1.524,1.487,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.898,-1.84,0.336,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.717,-1.146,-0.182,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,0,0,0,0,0,100,0,0,100,,,-1.756,-2.079,-0.765,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,0,0.0,,-3.542,4.109,-6.936,WHZ,No error,Error flag,0.0,,,0.9265491635886738
Total,2000,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-2.339,-0.911,-2.872,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,-1.264,-2.129,-0.384,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Rich,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,0,0,0,0,0,100,0,0,100,,,-1.169,-0.697,-1.15,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Urban,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,nan,0,0,0,0,0,100,0,0,100,,,-0.433,3.154,-3.487,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Urban,North,Rich,Lao-Tai,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,-3.142,-0.268,-4.038,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poorest,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,100,100,,,-0.434,1.929,-2.388,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Urban,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.673,0.933,-3.266,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Urban,North,Middle,Lao-Tai,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.464,2.81,,WHZ,No error,Error flag,0.0,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,0,0,0,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,100,0,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Hmong-Mien,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,0,100,100,100,100,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,0,,0.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Rich,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Richest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,0,0,100,,0.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poor,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.147,-1.484,-0.528,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,100,0,100,,,-1.631,-2.735,-0.122,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.784,0.119,-1.315,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.859,-2.354,-0.724,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poor,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,-3.125,-1.131,-3.439,,No error,No error,0.0,100.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-0.407,-0.663,-0.062,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,0.764,1.098,0.403,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-1.447,-2.304,-0.127,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,0,,100.0,-1.792,-1.773,-1.345,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.397,-1.074,0.212,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,100,100,,,-1.182,-0.649,-1.02,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,0.328,-0.037,0.546,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,-1.295,-0.917,-0.691,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.508,-0.77,-1.579,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-2.047,-5.116,1.232,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,-3.227,-2.822,-1.166,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,-1.523,-1.695,-0.878,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,100,0,0,100,100,100,0,0,,,0.25,1.388,-0.531,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Middle,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,-0.512,-1.205,0.198,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,0,0.0,,-1.418,-0.802,-1.211,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Lao-Tai,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,0,0,100,,0.0,-1.112,-0.372,-1.337,,No error,No error,0.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,100,100,,,-2.42,-4.523,0.677,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,100,100,,100.0,-2.505,-2.912,-1.337,,No error,No error,100.0,0.0,0.0,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,0,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,0,100,0.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,100,100,100,100,0,100,,100.0,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,0,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,0,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,100,0,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,100,0,100,100,100,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,0,0,0,0,0,100,0,0,100,,,,,,,No error,No error,,,,0.9265491635886738
Total,2000,Rural,North,Poorest,Mon-Khmer,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,100,0,0,0,0,0,100,100,100,100.0,,,,,,No error,No error,,,,0.9265491635886738
